,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
3557,UTTAR PRADESH,TOTAL,2005,1217,2256,1564,1835,2881,4505,0
3558,UTTARAKHAND,ALMORA,2005,6,6,6,4,2,6,0
3559,UTTARAKHAND,BAGESHWAR,2005,7,0,1,1,1,0,0
3560,UTTARAKHAND,CHAMOLI,2005,4,3,6,3,4,1,0
3561,UTTARAKHAND,CHAMPAWAT,2005,1,2,3,2,0,2,0
3562,UTTARAKHAND,DEHRADUN,2005,23,39,8,13,47,86,0
3563,UTTARAKHAND,HARIDWAR,2005,32,38,7,20,34,73,0
3564,UTTARAKHAND,NAINITAL,2005,7,16,13,6,0,18,0
3565,UTTARAKHAND,PAURI GARHWAL,2005,7,4,1,8,0,11,0
3566,UTTARAKHAND,PITHORAGARH,2005,7,0,4,6,0,10,0
3567,UTTARAKHAND,RUDRA PRAYAG,2005,2,3,3,5,1,0,0
3568,UTTARAKHAND,TEHRI GARHWAL,2005,9,8,6,1,0,10,0
3569,UTTARAKHAND,UDHAMSINGH NAGAR,2005,21,1,5,23,0,51,0
3570,UTTARAKHAND,UTTARKASHI,2005,7,5,0,8,0,4,0
3571,UTTARAKHAND,TOTAL,2005,133,125,63,100,89,272,0
3572,WEST BENGAL,24 PARGANAS NORTH,2005,217,153,71,151,5,886,0
3573,WEST BENGAL,24 PARGANAS SOUTH,2005,136,117,64,123,2,915,0
3574,WEST BENGAL,ASANSOL,2005,9,14,4,10,0,340,0
3575,WEST BENGAL,BANKURA,2005,43,27,22,54,0,149,0
3576,WEST BENGAL,BIRBHUM,2005,78,37,5,42,0,160,0
3577,WEST BENGAL,BURDWAN,2005,113,52,40,56,0,230,0
3578,WEST BENGAL,COOCHBEHAR,2005,82,30,8,76,0,203,0
3579,WEST BENGAL,DAKSHIN DINAJPUR,2005,28,27,20,45,1,141,0
3580,WEST BENGAL,DARJEELING,2005,39,17,1,39,2,81,0
3581,WEST BENGAL,HOOGHLY,2005,42,30,5,31,0,539,0
3582,WEST BENGAL,HOWRAH,2005,41,27,9,38,2,243,0
3583,WEST BENGAL,HOWRAH CITY,2005,20,12,9,18,0,157,0
3584,WEST BENGAL,HOWRAH G.R.P.,2005,0,4,0,4,2,0,1
3585,WEST BENGAL,JALPAIGURI,2005,108,48,15,103,1,237,0
3586,WEST BENGAL,KHARAGPUR G.R.P.,2005,1,0,0,3,0,0,0
3587,WEST BENGAL,KOLKATA,2005,13,66,6,148,35,236,0
3588,WEST BENGAL,MALDA,2005,96,36,3,137,0,287,0
3589,WEST BENGAL,MURSHIDABAD,2005,236,110,35,223,1,696,0
3590,WEST BENGAL,NADIA,2005,148,97,48,95,3,545,60
3591,WEST BENGAL,PASCHIM MIDNAPUR,2005,92,44,21,57,0,300,0
3592,WEST BENGAL,PURAB MIDNAPUR,2005,54,53,34,28,0,325,0
3593,WEST BENGAL,PURULIA,2005,34,8,8,37,0,108,0
3594,WEST BENGAL,SEALDAH G.R.P.,2005,3,4,1,5,0,0,0
3595,WEST BENGAL,SILIGURI G.R.P.,2005,0,2,0,2,0,0,0
3596,WEST BENGAL,UTTAR DINAJPUR,2005,53,24,17,47,0,158,0
3597,WEST BENGAL,TOTAL,2005,1686,1039,446,1572,54,6936,61
3598,A & N ISLANDS,ANDAMAN,2005,4,1,0,10,1,5,0
3599,A & N ISLANDS,NICOBAR,2005,0,0,0,1,0,0,0
3600,A & N ISLANDS,TOTAL,2005,4,1,0,11,1,5,0
3601,CHANDIGARH,CHANDIGARH,2005,33,45,3,31,9,75,0
3602,CHANDIGARH,TOTAL,2005,33,45,3,31,9,75,0
3603,D & N HAVELI,D and N HAVELI,2005,5,9,0,5,0,5,0
3604,D & N HAVELI,TOTAL,2005,5,9,0,5,0,5,0
3605,DAMAN & DIU,DAMAN,2005,2,2,1,1,0,1,0
3606,DAMAN & DIU,DIU,2005,0,0,0,0,0,2,0
3607,DAMAN & DIU,TOTAL,2005,2,2,1,1,0,3,0
3608,DELHI,CENTRAL,2005,20,32,4,40,26,48,1
3609,DELHI,DELHI UT TOTAL,2005,658,1106,114,762,225,1324,1
3610,DELHI,EAST,2005,59,129,12,105,16,178,0
3611,DELHI,G.R.P.(RLY),2005,2,1,1,5,1,0,0
3612,DELHI,IGI AIRPORT,2005,1,0,0,1,0,0,0
3613,DELHI,NEW DELHI,2005,6,15,2,26,24,9,0
3614,DELHI,NORTH,2005,22,49,2,45,7,96,0
3615,DELHI,NORTH-EAST,2005,106,151,29,79,23,140,0
3616,DELHI,NORTH-WEST,2005,190,349,23,138,53,324,0
3617,DELHI,SOUTH,2005,87,169,19,151,36,188,0
3618,DELHI,SOUTH-WEST,2005,71,89,12,86,20,114,0
3619,DELHI,SPL CELL,2005,0,0,0,0,0,0,0
3620,DELHI,WEST,2005,94,122,10,86,19,227,0
3621,LAKSHADWEEP,LAKSHADWEEP,2005,0,0,0,0,0,0,0
3622,LAKSHADWEEP,TOTAL,2005,0,0,0,0,0,0,0
3623,PUDUCHERRY,PONDICHERRY,2005,6,3,4,60,26,6,0
3624,PUDUCHERRY,TOTAL,2005,6,3,4,60,26,6,0
3625,ANDHRA PRADESH,ADILABAD,2006,64,71,22,185,107,423,0
3626,ANDHRA PRADESH,ANANTAPUR,2006,16,32,16,187,11,189,0
3627,ANDHRA PRADESH,CHITTOOR,2006,31,37,18,123,190,249,0
3628,ANDHRA PRADESH,CUDDAPAH,2006,25,51,10,130,84,199,0
3629,ANDHRA PRADESH,CYBERABAD,2006,60,90,50,132,93,837,0
3630,ANDHRA PRADESH,EAST GODAVARI,2006,41,28,25,173,107,465,0
3631,ANDHRA PRADESH,GUNTAKAL RLY.,2006,0,1,0,2,1,3,0
3632,ANDHRA PRADESH,GUNTUR,2006,47,35,15,281,236,427,0
3633,ANDHRA PRADESH,HYDERABAD CITY,2006,93,77,29,189,108,1160,0
3634,ANDHRA PRADESH,KARIMNAGAR,2006,73,119,47,371,195,698,0
3635,ANDHRA PRADESH,KHAMMAM,2006,44,58,17,171,129,327,0
3636,ANDHRA PRADESH,KRISHNA,2006,36,38,9,168,74,296,0
3637,ANDHRA PRADESH,KURNOOL,2006,35,70,9,341,157,157,0
3638,ANDHRA PRADESH,MAHABOOBNAGAR,2006,67,62,33,201,9,287,0
3639,ANDHRA PRADESH,MEDAK,2006,57,39,33,107,59,276,0
3640,ANDHRA PRADESH,NALGONDA,2006,61,71,40,246,126,395,0
3641,ANDHRA PRADESH,NELLORE,2006,35,49,10,192,137,294,0
3642,ANDHRA PRADESH,NIZAMABAD,2006,36,46,18,115,64,431,0
3643,ANDHRA PRADESH,PRAKASHAM,2006,23,68,8,200,68,249,0
3644,ANDHRA PRADESH,RANGA REDDY,2006,9,10,15,50,9,67,0
3645,ANDHRA PRADESH,SECUNDERABAD RLY.,2006,2,1,2,0,0,1,0
3646,ANDHRA PRADESH,SRIKAKULAM,2006,27,21,3,70,25,188,0
3647,ANDHRA PRADESH,VIJAYAWADA CITY,2006,21,60,8,135,158,336,0
3648,ANDHRA PRADESH,VIJAYAWADA RLY.,2006,0,0,0,5,1,0,0
3649,ANDHRA PRADESH,VISAKHA RURAL,2006,6,11,4,45,38,158,0
3650,ANDHRA PRADESH,VISAKHAPATNAM,2006,21,40,10,62,30,397,0
3651,ANDHRA PRADESH,VIZIANAGARAM,2006,16,16,5,69,22,171,0
3652,ANDHRA PRADESH,WARANGAL,2006,50,78,40,230,56,480,0
3653,ANDHRA PRADESH,WEST GODAVARI,2006,53,50,23,354,117,4,0
3654,ANDHRA PRADESH,TOTAL,2006,1049,1329,519,4534,2411,9164,0
3655,ARUNACHAL PRADESH,CHANGLANG,2006,4,4,0,0,0,2,0
3656,ARUNACHAL PRADESH,DIBANG VALLEY,2006,2,2,0,1,0,0,0
3657,ARUNACHAL PRADESH,K/KUMEY,2006,2,2,0,0,0,0,0
3658,ARUNACHAL PRADESH,KAMENG EAST,2006,1,0,0,2,0,0,0
3659,ARUNACHAL PRADESH,KAMENG WEST,2006,2,2,0,3,0,0,0
3660,ARUNACHAL PRADESH,LOHIT,2006,3,8,0,3,0,1,0
3661,ARUNACHAL PRADESH,PAPUM PARE,2006,5,10,0,14,1,2,0
3662,ARUNACHAL PRADESH,SIANG EAST,2006,7,4,0,11,0,1,0
3663,ARUNACHAL PRADESH,SIANG UPPER,2006,2,2,0,6,0,1,0
3664,ARUNACHAL PRADESH,SIANG WEST,2006,0,7,0,13,1,4,0
3665,ARUNACHAL PRADESH,SUBANSIRI LOWER,2006,3,3,0,3,0,0,0
3666,ARUNACHAL PRADESH,SUBANSIRI UPPER,2006,2,4,0,6,0,3,0
3667,ARUNACHAL PRADESH,TAWANG,2006,0,0,0,1,0,0,0
3668,ARUNACHAL PRADESH,TIRAP,2006,4,3,1,0,0,0,0
3669,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2006,0,0,0,0,0,0,0
3670,ARUNACHAL PRADESH,TOTAL,2006,37,51,1,63,2,14,0
3671,ASSAM,BARPETA,2006,58,70,4,18,0,116,0
3672,ASSAM,BASKA,2006,14,14,1,26,0,12,0
3673,ASSAM,BONGAIGAON,2006,13,19,0,20,0,28,0
3674,ASSAM,C.I.D.,2006,0,0,0,0,0,0,0
3675,ASSAM,CACHAR,2006,60,105,5,181,0,306,0
3676,ASSAM,CHIRANG,2006,30,26,0,34,0,58,0
3677,ASSAM,DARRANG,2006,70,46,2,109,0,75,0
3678,ASSAM,DHEMAJI,2006,58,30,1,28,0,94,0
3679,ASSAM,DHUBRI,2006,115,94,7,132,0,217,0
3680,ASSAM,DIBRUGARH,2006,53,56,4,48,0,44,0
3681,ASSAM,G.R.P.,2006,1,0,0,0,0,0,0
3682,ASSAM,GOALPARA,2006,55,35,4,45,0,151,0
3683,ASSAM,GOLAGHAT,2006,63,70,1,44,0,76,0
3684,ASSAM,GUWAHATI CITY,2006,33,108,6,180,0,150,0
3685,ASSAM,HAILAKANDI,2006,23,48,1,9,0,49,0
3686,ASSAM,JORHAT,2006,30,52,0,40,0,56,0
3687,ASSAM,KAMRUP,2006,37,60,10,58,0,115,0
3688,ASSAM,KARBI ANGLONG,2006,14,18,2,9,0,11,0
3689,ASSAM,KARIMGANJ,2006,44,46,4,3,0,74,0
3690,ASSAM,KOKRAJHAR,2006,29,39,14,26,0,69,0
3691,ASSAM,LAKHIMPUR,2006,79,93,6,38,0,110,0
3692,ASSAM,MORIGAON,2006,58,56,10,72,0,60,0
3693,ASSAM,N.C.HILLS,2006,4,9,0,3,0,24,0
3694,ASSAM,NAGAON,2006,133,177,8,10,10,278,0
3695,ASSAM,NALBARI,2006,17,26,1,32,0,24,0
3696,ASSAM,R.P.O.,2006,3,0,0,0,0,0,0
3697,ASSAM,SIBSAGAR,2006,54,79,3,65,0,133,0
3698,ASSAM,SONITPUR,2006,56,105,7,7,0,155,0
3699,ASSAM,TINSUKIA,2006,23,38,3,20,0,47,0
3700,ASSAM,UDALGURI,2006,17,25,1,33,0,16,0
3701,ASSAM,TOTAL,2006,1244,1544,105,1290,10,2548,0
3702,BIHAR,ARARIA,2006,42,12,19,10,0,52,0
3703,BIHAR,ARWAL,2006,0,4,9,20,0,5,0
3704,BIHAR,AURANGABAD,2006,18,41,23,5,0,35,0
3705,BIHAR,BAGAHA,2006,27,12,5,7,0,13,0
3706,BIHAR,BANKA,2006,70,26,21,2,0,18,0
3707,BIHAR,BEGUSARAI,2006,23,41,36,16,0,55,0
3708,BIHAR,BETTIAH,2006,49,35,23,24,29,40,0
3709,BIHAR,BHABHUA,2006,22,14,19,5,0,17,1
3710,BIHAR,BHAGALPUR,2006,43,44,19,19,1,22,0
3711,BIHAR,BHOJPUR,2006,17,34,26,18,0,81,0
3712,BIHAR,BUXAR,2006,10,10,25,12,0,67,2
3713,BIHAR,DARBHANGA,2006,74,17,33,54,3,76,4
3714,BIHAR,GAYA,2006,25,50,168,0,0,9,0
3715,BIHAR,GOPALGANJ,2006,23,34,32,16,0,94,0
3716,BIHAR,JAMALPUR RLY.,2006,0,0,0,0,0,0,0
3717,BIHAR,JAMUI,2006,29,14,15,7,2,19,0
3718,BIHAR,JEHANABAD,2006,10,1,15,5,0,5,0
3719,BIHAR,KATIHAR,2006,82,31,35,33,6,29,0
3720,BIHAR,KATIHAR RLY.,2006,3,4,1,1,0,0,0
3721,BIHAR,KHAGARIA,2006,22,0,15,6,0,12,0
3722,BIHAR,KISHANGANJ,2006,81,69,9,0,0,57,0
3723,BIHAR,LAKHISARAI,2006,12,17,14,10,0,5,0
3724,BIHAR,MADHEPURA,2006,10,10,12,4,0,7,0
3725,BIHAR,MADHUBANI,2006,58,12,10,14,0,14,0
3726,BIHAR,MOTIHARI,2006,22,38,51,11,0,37,5
3727,BIHAR,MUNGER,2006,13,0,7,10,0,40,0
3728,BIHAR,MUZAFFARPUR,2006,48,23,65,7,0,75,0
3729,BIHAR,MUZAFFARPUR RLY.,2006,3,0,0,1,0,3,0
3730,BIHAR,NALANDA,2006,31,35,63,45,0,90,0
3731,BIHAR,NAUGACHIA,2006,8,4,1,0,0,17,0
3732,BIHAR,NAWADAH,2006,20,15,24,9,2,18,2
3733,BIHAR,PATNA,2006,54,84,54,13,2,239,0
3734,BIHAR,PATNA RLY.,2006,1,3,3,7,0,1,0
3735,BIHAR,PURNEA,2006,41,27,14,5,0,13,0
3736,BIHAR,ROHTAS,2006,17,20,36,9,0,25,0
3737,BIHAR,SAHARSA,2006,33,4,12,21,0,24,0
3738,BIHAR,SAMASTIPUR,2006,53,11,47,11,5,33,27
3739,BIHAR,SARAN,2006,48,70,74,49,0,102,0
3740,BIHAR,SHEIKHPURA,2006,5,4,11,4,0,18,0
3741,BIHAR,SHEOHAR,2006,2,13,3,2,0,18,0
3742,BIHAR,SITAMARHI,2006,27,45,13,19,2,76,1
3743,BIHAR,SIWAN,2006,18,88,41,12,1,75,0
3744,BIHAR,SUPAUL,2006,24,19,8,0,0,10,0
3745,BIHAR,VAISHALI,2006,14,49,77,7,0,43,0
3746,BIHAR,TOTAL,2006,1232,1084,1188,530,53,1689,42
3747,CHHATTISGARH,BALRAMPUR,2006,45,1,0,40,0,9,0
3748,CHHATTISGARH,BILASPUR,2006,68,27,23,192,13,120,0
3749,CHHATTISGARH,BIZAPUR,2006,6,0,0,3,0,1,0
3750,CHHATTISGARH,DANTEWARA,2006,14,9,1,11,1,4,0
3751,CHHATTISGARH,DHAMTARI,2006,27,4,0,62,10,16,0
3752,CHHATTISGARH,DURG,2006,108,18,19,241,27,102,0
3753,CHHATTISGARH,GRP RAIPUR,2006,1,0,0,3,2,3,0
3754,CHHATTISGARH,JAGDALPUR,2006,71,13,4,55,0,18,0
3755,CHHATTISGARH,JANJGIR,2006,40,9,10,109,10,90,0
3756,CHHATTISGARH,JASHPUR,2006,62,7,1,46,3,11,0
3757,CHHATTISGARH,KABIRDHAM,2006,36,0,1,67,8,35,0
3758,CHHATTISGARH,KANKER,2006,23,6,2,20,5,13,0
3759,CHHATTISGARH,KORBA,2006,40,4,5,86,6,27,0
3760,CHHATTISGARH,KORIYA,2006,51,5,0,64,2,27,0
3761,CHHATTISGARH,MAHASAMUND,2006,32,2,2,64,3,20,0
3762,CHHATTISGARH,NARAYANPUR,2006,2,0,0,3,0,0,0
3763,CHHATTISGARH,RAIGARH,2006,38,7,4,92,9,22,0
3764,CHHATTISGARH,RAIPUR,2006,130,42,25,228,34,98,0
3765,CHHATTISGARH,RAJNANDGAON,2006,69,9,5,83,7,40,1
3766,CHHATTISGARH,SARGUJA,2006,75,11,0,72,1,29,0
3767,CHHATTISGARH,SURAJPUR,2006,57,4,1,57,2,32,0
3768,CHHATTISGARH,TOTAL,2006,995,178,103,1598,143,717,1
3769,GOA,NORTH GOA,2006,8,5,0,8,3,8,0
3770,GOA,SOUTH GOA,2006,13,5,0,10,4,6,0
3771,GOA,TOTAL,2006,21,10,0,18,7,14,0
3772,GUJARAT,AHMEDABAD COMMR.,2006,46,146,4,72,22,956,0
3773,GUJARAT,AHMEDABAD RURAL,2006,10,27,0,31,0,92,0
3774,GUJARAT,AHWA-DANG,2006,3,0,0,6,0,11,0
3775,GUJARAT,AMRELI,2006,15,30,3,20,0,112,0
3776,GUJARAT,ANAND,2006,14,30,0,30,5,141,0
3777,GUJARAT,BHARUCH,2006,7,6,0,8,0,66,0
3778,GUJARAT,BHAVNAGAR,2006,26,116,7,101,61,285,0
3779,GUJARAT,DAHOD,2006,0,19,0,11,0,39,0
3780,GUJARAT,GANDHINAGAR,2006,14,20,0,17,6,119,0
3781,GUJARAT,HIMATNAGAR,2006,11,32,0,25,0,151,0
3782,GUJARAT,JAMNAGAR,2006,13,18,0,14,11,206,0
3783,GUJARAT,JUNAGADH,2006,6,44,3,38,4,415,0
3784,GUJARAT,KHEDA NORTH,2006,17,34,0,22,0,204,0
3785,GUJARAT,KUTCH,2006,19,41,3,37,0,343,0
3786,GUJARAT,MEHSANA,2006,6,36,3,28,0,219,0
3787,GUJARAT,NARMADA,2006,2,6,0,6,0,10,0
3788,GUJARAT,NAVSARI,2006,2,7,0,4,0,38,0
3789,GUJARAT,PALANPUR,2006,22,35,1,43,0,188,0
3790,GUJARAT,PANCHMAHAL,2006,6,42,0,24,0,101,0
3791,GUJARAT,PATAN,2006,10,11,0,25,0,147,0
3792,GUJARAT,PORBANDAR,2006,2,6,1,1,0,45,0
3793,GUJARAT,RAJKOT COMMR.,2006,4,18,1,5,12,165,0
3794,GUJARAT,RAJKOT RURAL,2006,21,33,1,34,5,300,0
3795,GUJARAT,SURAT COMMR.,2006,31,86,22,46,6,249,0
3796,GUJARAT,SURAT RURAL,2006,11,8,0,11,0,40,0
3797,GUJARAT,SURENDRANAGAR,2006,17,20,1,34,2,81,0
3798,GUJARAT,VADODARA COMMR.,2006,6,42,0,17,2,181,0
3799,GUJARAT,VADODARA RURAL,2006,10,16,0,10,1,39,0
3800,GUJARAT,VALSAD,2006,1,12,0,10,0,32,0
3801,GUJARAT,W.RLY,2006,2,4,0,6,1,2,0
3802,GUJARAT,TOTAL,2006,354,945,50,736,138,4977,0
3803,HARYANA,AMBALA,2006,19,16,9,26,27,174,0
3804,HARYANA,BHIWANI,2006,35,26,19,38,8,100,0
3805,HARYANA,FARIDABAD,2006,40,66,14,35,144,146,0
3806,HARYANA,FATEHABAD,2006,18,5,6,17,7,83,0
3807,HARYANA,GRP,2006,1,1,6,6,113,0,0
3808,HARYANA,GURGAON,2006,30,51,20,32,56,89,0
3809,HARYANA,HISSAR,2006,23,26,17,19,0,158,0
3810,HARYANA,JHAJJAR,2006,15,9,16,14,9,58,0
3811,HARYANA,JIND,2006,32,7,13,17,12,53,0
3812,HARYANA,KAITHAL,2006,25,6,9,14,0,149,0
3813,HARYANA,KARNAL,2006,51,23,13,35,1,214,0
3814,HARYANA,KURUKSHETRA,2006,34,15,5,10,37,116,0
3815,HARYANA,MAHENDRAGARH,2006,17,16,10,32,0,41,0
3816,HARYANA,MEWAT,2006,35,4,8,24,7,124,0
3817,HARYANA,PALWAL,2006,26,17,5,21,0,47,0
3818,HARYANA,PANCHKULA,2006,10,13,2,13,0,63,0
3819,HARYANA,PANIPAT,2006,65,29,19,18,13,104,0
3820,HARYANA,REWARI,2006,21,9,4,23,0,51,0
3821,HARYANA,ROHTAK,2006,34,17,22,13,29,80,0
3822,HARYANA,SIRSA,2006,18,2,4,14,0,129,0
3823,HARYANA,SONIPAT,2006,31,49,26,46,28,165,0
3824,HARYANA,YAMUNANAGAR,2006,28,24,8,19,0,110,0
3825,HARYANA,TOTAL,2006,608,431,255,486,491,2254,0
3826,HIMACHAL PRADESH,BILASPUR,2006,11,2,0,27,3,23,0
3827,HIMACHAL PRADESH,CHAMBA,2006,4,11,0,18,0,3,0
3828,HIMACHAL PRADESH,G.R.P.,2006,0,0,0,0,0,0,0
3829,HIMACHAL PRADESH,HAMIRPUR,2006,1,4,0,18,8,34,0
3830,HIMACHAL PRADESH,KANGRA,2006,12,22,0,34,9,57,0
3831,HIMACHAL PRADESH,KINNAUR,2006,2,4,0,2,1,3,0
3832,HIMACHAL PRADESH,KULLU,2006,10,9,0,24,0,16,0
3833,HIMACHAL PRADESH,LAHAUL-SPITI,2006,0,1,0,0,0,1,0
3834,HIMACHAL PRADESH,MANDI,2006,18,7,0,51,4,27,0
3835,HIMACHAL PRADESH,SHIMLA,2006,34,26,0,39,0,30,0
3836,HIMACHAL PRADESH,SIRMAUR,2006,3,4,1,23,3,26,0
3837,HIMACHAL PRADESH,SOLAN,2006,9,13,1,28,2,21,0
3838,HIMACHAL PRADESH,UNA,2006,9,6,1,11,1,18,0
3839,HIMACHAL PRADESH,TOTAL,2006,113,109,3,275,31,259,0
3840,JAMMU & KASHMIR,ANANTNAG,2006,22,81,0,34,60,0,0
3841,JAMMU & KASHMIR,AWANTIPORA,2006,9,12,0,25,3,0,0
3842,JAMMU & KASHMIR,BARAMULLA,2006,15,101,0,153,21,1,0
3843,JAMMU & KASHMIR,BORDER DISTRICT,2006,6,8,1,3,7,4,0
3844,JAMMU & KASHMIR,BUDGAM,2006,5,53,0,121,14,1,0
3845,JAMMU & KASHMIR,CRIME JAMMU,2006,0,0,0,0,0,0,0
3846,JAMMU & KASHMIR,CRIME SRINAGAR,2006,0,0,0,0,0,0,0
3847,JAMMU & KASHMIR,DODA,2006,10,31,0,16,7,8,0
3848,JAMMU & KASHMIR,GANDERBAL,2006,4,34,0,36,5,0,0
3849,JAMMU & KASHMIR,HANDWARA,2006,8,23,0,73,6,2,0
3850,JAMMU & KASHMIR,JAMMU,2006,21,52,3,28,59,41,0
3851,JAMMU & KASHMIR,KARGIL,2006,0,4,0,2,0,1,0
3852,JAMMU & KASHMIR,KATHUA,2006,12,26,3,17,7,12,0
3853,JAMMU & KASHMIR,KULGAM,2006,14,46,0,44,11,1,0
3854,JAMMU & KASHMIR,KUPWARA,2006,11,27,0,77,11,2,0
3855,JAMMU & KASHMIR,LEH,2006,3,5,0,5,0,0,0
3856,JAMMU & KASHMIR,POONCH,2006,21,20,0,13,3,12,0
3857,JAMMU & KASHMIR,PULWAMA,2006,9,50,0,37,7,1,0
3858,JAMMU & KASHMIR,RAILWAYS,2006,0,0,0,0,0,0,0
3859,JAMMU & KASHMIR,RAJOURI,2006,26,33,3,34,13,33,0
3860,JAMMU & KASHMIR,RAMBAN,2006,14,4,0,6,4,0,0
3861,JAMMU & KASHMIR,REASI,2006,7,10,0,9,3,3,0
3862,JAMMU & KASHMIR,SRINAGAR,2006,22,93,0,208,95,10,0
3863,JAMMU & KASHMIR,UDHAMPUR,2006,11,10,0,19,11,3,0
3864,JAMMU & KASHMIR,TOTAL,2006,250,723,10,960,347,135,0
3865,JHARKHAND,BOKARO,2006,24,43,16,7,0,64,0
3866,JHARKHAND,CHAIBASA,2006,53,8,7,7,0,17,0
3867,JHARKHAND,CHATRA,2006,13,11,16,3,0,7,0
3868,JHARKHAND,DEOGHAR,2006,33,4,19,4,14,27,0
3869,JHARKHAND,DHANBAD,2006,37,58,32,28,14,31,0
3870,JHARKHAND,DHANBAD RLY.,2006,0,0,4,3,0,1,0
3871,JHARKHAND,DUMKA,2006,55,27,7,46,0,30,1
3872,JHARKHAND,GARHWA,2006,26,7,16,0,0,13,0
3873,JHARKHAND,GIRIDIH,2006,56,18,39,65,0,68,0
3874,JHARKHAND,GODDA,2006,33,0,8,16,0,47,0
3875,JHARKHAND,GUMLA,2006,55,23,1,12,0,12,0
3876,JHARKHAND,HAZARIBAGH,2006,45,54,39,70,0,69,0
3877,JHARKHAND,JAMSHEDPUR,2006,54,24,16,43,2,90,0
3878,JHARKHAND,JAMSHEDPUR RLY.,2006,2,0,0,1,0,0,0
3879,JHARKHAND,JAMTARA,2006,21,12,4,4,0,14,0
3880,JHARKHAND,KODERMA,2006,21,10,10,2,1,8,0
3881,JHARKHAND,LATEHAR,2006,12,6,2,1,0,4,0
3882,JHARKHAND,LOHARDAGGA,2006,21,10,0,20,0,29,0
3883,JHARKHAND,PAKUR,2006,28,17,3,13,0,34,0
3884,JHARKHAND,PALAMU,2006,32,10,19,0,7,32,0
3885,JHARKHAND,RANCHI,2006,79,40,14,36,2,40,4
3886,JHARKHAND,SAHEBGANJ,2006,53,15,5,19,0,12,0
3887,JHARKHAND,SARAIKELA,2006,17,4,2,4,0,15,0
3888,JHARKHAND,SIMDEGA,2006,29,9,2,10,4,4,0
3889,JHARKHAND,TOTAL,2006,799,410,281,414,44,668,5
3890,KARNATAKA,BAGALKOT,2006,12,13,3,45,1,59,0
3891,KARNATAKA,BANGALORE COMMR.,2006,33,29,50,143,2,290,0
3892,KARNATAKA,BANGALORE RURAL,2006,26,22,26,121,0,99,0
3893,KARNATAKA,BELGAUM,2006,22,23,13,107,2,152,0
3894,KARNATAKA,BELLARY,2006,15,22,13,59,0,70,0
3895,KARNATAKA,BIDAR,2006,8,13,10,82,2,69,0
3896,KARNATAKA,BIJAPUR,2006,18,19,4,89,0,126,0
3897,KARNATAKA,CHAMARAJNAGAR,2006,16,5,1,35,0,25,0
3898,KARNATAKA,CHICKMAGALUR,2006,17,9,4,71,8,89,0
3899,KARNATAKA,CHITRADURGA,2006,16,17,3,52,0,28,0
3900,KARNATAKA,DAKSHIN KANNADA,2006,17,5,2,47,6,34,0
3901,KARNATAKA,DAVANAGERE,2006,17,12,11,60,6,79,0
3902,KARNATAKA,DHARWAD COMMR.,2006,3,8,1,13,1,34,0
3903,KARNATAKA,DHARWAD RURAL,2006,4,2,1,15,0,12,0
3904,KARNATAKA,GADAG,2006,1,3,4,20,1,17,0
3905,KARNATAKA,GULBARGA,2006,18,28,9,78,0,122,0
3906,KARNATAKA,HASSAN,2006,13,7,7,62,0,62,0
3907,KARNATAKA,HAVERI,2006,5,4,1,37,0,17,0
3908,KARNATAKA,K.G.F.,2006,3,6,4,18,0,10,0
3909,KARNATAKA,KODAGU,2006,6,1,0,21,2,26,0
3910,KARNATAKA,KOLAR,2006,13,19,16,50,0,47,0
3911,KARNATAKA,KOPPAL,2006,6,7,3,28,0,23,0
3912,KARNATAKA,MANDYA,2006,19,13,8,79,0,89,0
3913,KARNATAKA,MYSORE COMMR.,2006,15,5,10,14,0,94,0
3914,KARNATAKA,MYSORE RURAL,2006,10,2,13,43,0,66,0
3915,KARNATAKA,RAICHUR,2006,13,12,6,76,5,85,0
3916,KARNATAKA,RAILWAYS,2006,0,0,2,4,0,1,0
3917,KARNATAKA,SHIMOGA,2006,23,14,5,61,2,191,0
3918,KARNATAKA,TUMKUR,2006,13,5,10,87,0,47,0
3919,KARNATAKA,UDUPI,2006,11,3,4,17,0,24,0
3920,KARNATAKA,UTTAR KANNADA,2006,7,0,0,49,0,42,0
3921,KARNATAKA,TOTAL,2006,400,328,244,1683,38,2129,0
3922,KERALA,ALAPUZHA,2006,15,14,1,177,14,227,0
3923,KERALA,CBCID,2006,1,1,0,0,0,2,0
3924,KERALA,ERNAKULAM COMMR.,2006,14,8,0,65,20,87,0
3925,KERALA,ERNAKULAM RURAL,2006,25,9,1,87,5,124,0
3926,KERALA,IDUKKI,2006,30,11,2,133,12,131,0
3927,KERALA,KANNUR,2006,37,8,0,116,12,227,0
3928,KERALA,KASARGOD,2006,27,4,0,81,4,149,0
3929,KERALA,KOLLAM,2006,75,28,1,351,10,445,0
3930,KERALA,KOTTAYAM,2006,30,19,2,196,29,186,0
3931,KERALA,KOZHIKODE COMMR.,2006,19,8,3,51,8,134,0
3932,KERALA,KOZHIKODE RURAL,2006,40,8,4,128,11,234,0
3933,KERALA,MALAPPURAM,2006,45,5,1,145,12,458,0
